model_name,is_physics_informed,capacity_name,hidden_widths,parameter_count,dataset_size,n_attempted,n_runs,divergence_rate,nan_rate,test_rel_l2_mean,test_rel_l2_std,test_rel_l2_stderr,val_rel_l2_mean,val_rel_l2_std,val_rel_l2_stderr,test_mse_mean,test_mse_std,test_mse_stderr,runtime_seconds_mean,runtime_seconds_std,runtime_seconds_stderr,physics_prior
plain,False,small,"64,64",4482,256,9,9,0.0,0.0,0.0049260554110838,0.0004779919542081,0.0001593306514027,0.0049386242818501,0.0004950131087543,0.0001650043695847,0.0002064669161983,4.774315673175955e-05,1.5914385577253184e-05,9.960449563132393,1.3776690259368345,0.4592230086456115,none
plain,False,small,"64,64",4482,512,9,9,0.0,0.0,0.003017804869968,0.0002231868606159,7.439562020532287e-05,0.0030208966798252,0.0002376149941104,7.920499803682823e-05,6.534857149947331e-05,1.3792700729571562e-05,4.597566909857187e-06,16.2092068195343,4.348740115706729,1.4495800385689095,none
plain,False,small,"64,64",4482,1024,9,9,0.0,0.0,0.0020942670914034,0.0001630707169451,5.435690564839848e-05,0.0020868382804716,0.0001821637115447,6.072123718159663e-05,2.863783265638631e-05,5.642383082809518e-06,1.8807943609365056e-06,16.09254609213935,1.3695223872279134,0.4565074624093044,none
plain,False,small,"64,64",4482,2048,9,9,0.0,0.0,0.0015176611745523,0.0001382137857669,4.607126192230278e-05,0.0015242097433656,0.0001475011991307,4.916706637690627e-05,1.4347743166985714e-05,3.748580359015317e-06,1.249526786338439e-06,10.883455302980211,6.761409961107522,2.253803320369174,none
plain,False,small,"64,64",4482,4096,9,9,0.0,0.0,0.0012588370850102,8.104914323560411e-05,2.7016381078534705e-05,0.0012485808434171,7.747329840838244e-05,2.5824432802794148e-05,9.460952141024687e-06,1.2313226212294282e-06,4.104408737431427e-07,11.290434492958916,2.787454154045772,0.9291513846819238,none
plain,False,small,"64,64",4482,8192,9,9,0.0,0.0,0.0010359836418906,9.203282091650944e-05,3.0677606972169816e-05,0.0010422136789808,9.795884716265428e-05,3.265294905421809e-05,6.208669118576735e-06,1.3872897496647843e-06,4.624299165549281e-07,15.092918501959907,4.1283237154549335,1.3761079051516445,none
plain,False,tiny,"32,32",1218,64,9,9,0.0,0.0,0.0163831737720304,0.0017408347673178,0.0005802782557726,0.0165247408052285,0.0021003646649359,0.0007001215549786,0.0024774577727334,0.0006559460901214,0.0002186486967071,6.093110534879896,3.345529094183325,1.115176364727775,none
plain,False,tiny,"32,32",1218,128,9,9,0.0,0.0,0.0146263437345623,0.0011286938181653,0.0003762312727217,0.0146099216201239,0.0011515682371211,0.0003838560790403,0.0018015332752838,0.000284022329923,9.467410997435517e-05,14.15661162800259,4.721153149253058,1.573717716417686,none
plain,False,tiny,"32,32",1218,256,9,9,0.0,0.0,0.0089229449319342,0.0011984039255862,0.0003994679751954,0.0089103566586143,0.00141710594304,0.00047236864768,0.0006204128634029,0.0001945348573359,6.484495244531541e-05,16.602708843019272,3.305458257894097,1.1018194192980324,none
plain,False,tiny,"32,32",1218,512,9,9,0.0,0.0,0.0054789173106352,0.000585466322427,0.000195155440809,0.0054707506464587,0.0006361872894189,0.0002120624298063,0.0002050336802818,4.886367346154675e-05,1.6287891153848918e-05,17.532026290893555,1.9542974925047016,0.6514324975015673,none
plain,False,tiny,"32,32",1218,1024,9,9,0.0,0.0,0.0038525050816436,0.000304958847216,0.000101652949072,0.0038700323396672,0.000280431800059,9.347726668634038e-05,9.346691755733144e-05,1.8659550374898277e-05,6.219850124966091e-06,23.47040465142992,1.9587659001203996,0.6529219667067998,none
plain,False,tiny,"32,32",1218,2048,9,9,0.0,0.0,0.0026197708211839,0.000217171835003,7.239061166767047e-05,0.0026268742771612,0.0002258417570984,7.528058569948457e-05,4.075679923213708e-05,5.833885476921372e-06,1.944628492307124e-06,33.90063341458639,4.664856270500354,1.5549520901667846,none
plain,False,tiny,"32,32",1218,4096,9,9,0.0,0.0,0.0021142799847034,0.0001682648358467,5.6088278615566926e-05,0.0021181968170114,0.000173106802329,5.770226744300716e-05,2.5444863341464144e-05,4.215037072338495e-06,1.405012357446165e-06,37.79281200302972,4.407161522576203,1.4690538408587344,none
plain,False,tiny,"32,32",1218,8192,9,9,0.0,0.0,0.0017449691529489,0.000207978339352,6.932611311735578e-05,0.0017365381871867,0.0002140345218968,7.134484063227883e-05,1.6951047554256445e-05,3.641432329956757e-06,1.2138107766522525e-06,75.12771651479933,13.692367993148178,4.564122664382726,none
plain,False,xlarge,"256,256,256",132866,64,9,9,0.0,0.0,0.0044822395882672,0.0013008314029244,0.0004336104676414,0.0046454304829239,0.0013737789378302,0.00045792631261,0.0003340392334697,0.0002428230707075,8.094102356919865e-05,4.163909620708889,0.3501289408182992,0.116709646939433,none
plain,False,xlarge,"256,256,256",132866,128,9,9,0.0,0.0,0.0023041118272683,0.000249196386823,8.306546227435339e-05,0.0023770853877067,0.0003299701511776,0.0001099900503925,7.61138823387834e-05,2.405892323018188e-05,8.019641076727293e-06,4.551359123653835,0.3989584684573973,0.1329861561524657,none
plain,False,xlarge,"256,256,256",132866,256,9,9,0.0,0.0,0.001705748701675,0.0001786362001368,5.954540004562032e-05,0.0017333996559803,0.0002750433580941,9.168111936473144e-05,3.090572681685444e-05,1.0680357939246511e-05,3.560119313082171e-06,4.318893459108141,0.7997318570741149,0.2665772856913716,none
plain,False,xlarge,"256,256,256",132866,512,9,9,0.0,0.0,0.0012259053118113,0.0001374156741624,4.58052247208306e-05,0.0012288918304774,0.0001185194695208,3.950648984027049e-05,1.4190269414232009e-05,3.6157131531876632e-06,1.205237717729221e-06,4.227924187978108,0.6602715514147427,0.2200905171382475,none
plain,False,xlarge,"256,256,256",132866,1024,9,9,0.0,0.0,0.0009982407338813,0.0001578811061539,5.262703538466536e-05,0.0009957879212581,0.0001601405802949,5.33801934316555e-05,7.866207296400615e-06,2.349423909006943e-06,7.831413030023143e-07,8.720976961983574,2.89925768940222,0.96641922980074,none
plain,False,xlarge,"256,256,256",132866,2048,9,9,0.0,0.0,0.0008890723046432,0.0001184638707522,3.948795691742573e-05,0.0009011554260117,0.0001187203053846,3.957343512823274e-05,5.397853783506434e-06,1.903563059396583e-06,6.34521019798861e-07,17.52743395169576,8.213013677525408,2.737671225841803,none
plain,False,xlarge,"256,256,256",132866,4096,9,9,0.0,0.0,0.0007878272832992,0.0001346912943649,4.48970981216499e-05,0.0007994285810531,0.0001248628610398,4.162095367995255e-05,4.172203666207173e-06,2.356498837183704e-06,7.854996123945681e-07,25.25316063563029,5.754152883844939,1.9180509612816463,none
plain,False,xlarge,"256,256,256",132866,8192,9,9,0.0,0.0,0.0007040452263835,0.0001049781653793,3.4992721793102074e-05,0.0007111684923681,9.57854376409161e-05,3.1928479213638704e-05,3.064458686215706e-06,1.2276970094240166e-06,4.092323364746722e-07,57.35860008663602,26.741596009990317,8.913865336663438,none
